unique_id,timestep,explrtr,Useful_PlotID,Qnum,month,year,date_releves,HHLAI,Biomass_g_per60cm2,Biomass_interpolated,RPMcalc_cm,Biomass_g_per_m2,Biomass_interpolated_per_m2,LAI_corr,biomass_corr,biomass_interpolated_corr,RPM_corr,LAI,biomass,biomass_interpolated,RPM,mosaic,var2_mosaic,b1_mean_round,b2_mean_round,b3_mean_round,b4_mean_round,var2_b1_mean_round,var2_b2_mean_round,var2_b3_mean_round,var2_b4_mean_round,blue,green,red,nir,ndvi,evi2,evi,savi,dvi,gndvi,grvi,sr_nirr,var2_blue,var2_green,var2_red,var2_nir,var2_ndvi,var2_evi2,var2_evi,var2_savi,var2_dvi,var2_gndvi,var2_grvi,var2_sr_nirr
HEG08_01_J_2020,H_J_2020,HAI,HEG08,HEG08_01,J,2020,08.06.2020,2,NA,71.35958,20.6,NA,198.2210556,2,NA,198.2210556,20.6,2,NA,198.2210556,20.6,HAI_2020_06_01,,444,635,597,3833,NA,NA,NA,NA,0.0444,0.0635,0.0597,0.3833,0.730474041,0.529942748,0.574369897,0.514740191,0.325441148,0.715756491,1.063651591,6.420435511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_01_J_2021,H_J_2021,HAI,HEG08,HEG08_01,J,2021,31.05.2021,3.7,NA,91.1319,30,NA,253.1441667,3.7,NA,253.1441667,30,3.7,NA,253.1441667,30,HAI_2021_05_09,,243,640,436,3916,NA,NA,NA,NA,0.0243,0.064,0.0436,0.3916,0.799632353,0.58145752,0.591454502,0.558169376,0.349344624,0.7190518,1.467889908,8.981651376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_01_S_2020,H_S_2020,HAI,HEG08,HEG08_01,S,2020,14.09.2020,1.07,NA,24.9591,7,NA,69.33083333,1.07,NA,69.33083333,7,1.07,NA,69.33083333,7,HAI_2020_09_13,,577,974,821,3642,NA,NA,NA,NA,0.0577,0.0974,0.0821,0.3642,0.632086041,0.45172427,0.495242442,0.447162633,0.284631964,0.577989601,1.1863581,4.436053593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_01_S_2021,H_S_2021,HAI,HEG08,HEG08_01,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,HAI_2021_09_08,,333,665,669,2800,NA,NA,NA,NA,0.0333,0.0665,0.0669,0.28,0.614298069,0.369821458,0.372123075,0.377435352,0.215163196,0.616161616,0.994020927,4.185351271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_02_J_2020,H_J_2020,HAI,HEG08,HEG08_02,J,2020,08.06.2020,3.16,53.61,53.61,21,148.9166667,148.9166667,3.16,148.9166667,148.9166667,21,3.16,148.9166667,148.9166667,21,HAI_2020_06_01,,437,636,590,3812,NA,NA,NA,NA,0.0437,0.0636,0.059,0.3812,0.731940027,0.528959811,0.572311627,0.514039566,0.32401956,0.714028777,1.077966102,6.461016949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_02_J_2021,H_J_2021,HAI,HEG08,HEG08_02,J,2021,31.05.2021,4.07,84.129,84.129,22.6,233.6916667,233.6916667,4.07,233.6916667,233.6916667,22.6,4.07,233.6916667,233.6916667,22.6,HAI_2021_05_09,,237,618,450,3930,NA,NA,NA,NA,0.0237,0.0618,0.045,0.393,0.794520548,0.579613591,0.585759973,0.556503198,0.3493878,0.72823219,1.373333333,8.733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_02_S_2020,H_S_2020,HAI,HEG08,HEG08_02,S,2020,14.09.2020,0.77,NA,22.22966,6.2,NA,61.74905556,0.77,NA,61.74905556,6.2,0.77,NA,61.74905556,6.2,HAI_2020_09_13,,599,969,812,3604,NA,NA,NA,NA,0.0599,0.0969,0.0812,0.3604,0.632246377,0.448793786,0.499159724,0.444774851,0.281704208,0.576208178,1.193349754,4.438423645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_02_S_2021,H_S_2021,HAI,HEG08,HEG08_02,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,HAI_2021_09_08,,331,679,657,2753,NA,NA,NA,NA,0.0331,0.0679,0.0657,0.2753,0.614662757,0.365671538,0.368689534,0.373840666,0.211626188,0.604312354,1.03348554,4.190258752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_03_J_2020,H_J_2020,HAI,HEG08,HEG08_03,J,2020,08.06.2020,2.56,NA,89.10094,25.8,NA,247.5026111,2.56,NA,247.5026111,25.8,2.56,NA,247.5026111,25.8,HAI_2020_06_01,,466,658,630,3858,NA,NA,NA,NA,0.0466,0.0658,0.063,0.3858,0.719251337,0.525048796,0.570600297,0.510328836,0.32474292,0.708591674,1.044444444,6.123809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_03_J_2021,H_J_2021,HAI,HEG08,HEG08_03,J,2021,31.05.2021,3.94,NA,87.47406,28.8,NA,242.9835,3.94,NA,242.9835,28.8,3.94,NA,242.9835,28.8,HAI_2021_05_09,,232,628,463,3945,NA,NA,NA,NA,0.0232,0.0628,0.0463,0.3945,0.789927405,0.578167134,0.580991791,0.555165816,0.349627892,0.725344413,1.35637149,8.520518359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_03_S_2020,H_S_2020,HAI,HEG08,HEG08_03,S,2020,14.09.2020,1.54,26.5,26.5,8,73.61111111,73.61111111,1.54,73.61111111,73.61111111,8,1.54,73.61111111,73.61111111,8,HAI_2020_09_13,,611,965,840,3659,NA,NA,NA,NA,0.0611,0.0965,0.084,0.3659,0.626583685,0.449601276,0.49923848,0.445152121,0.28449056,0.582612457,1.148809524,4.355952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_03_S_2021,H_S_2021,HAI,HEG08,HEG08_03,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,HAI_2021_09_08,,336,645,672,2759,NA,NA,NA,NA,0.0336,0.0645,0.0672,0.2759,0.60827747,0.363037337,0.36560157,0.371308267,0.210772448,0.621034078,0.959821429,4.105654762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_04_J_2020,H_J_2020,HAI,HEG08,HEG08_04,J,2020,08.06.2020,2.29,NA,78.86554,22.8,NA,219.0709444,2.29,NA,219.0709444,22.8,2.29,NA,219.0709444,22.8,HAI_2020_06_01,,457,649,620,3893,NA,NA,NA,NA,0.0457,0.0649,0.062,0.3893,0.725238201,0.531987517,0.576821402,0.516083254,0.32921208,0.714222809,1.046774194,6.279032258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_04_J_2021,H_J_2021,HAI,HEG08,HEG08_04,J,2021,31.05.2021,3.96,NA,74.06198,24.4,NA,205.7277222,3.96,NA,205.7277222,24.4,3.96,NA,205.7277222,24.4,HAI_2021_05_09,,253,631,442,3968,NA,NA,NA,NA,0.0253,0.0631,0.0442,0.3968,0.799546485,0.586540509,0.59874342,0.562061637,0.353963128,0.72559252,1.42760181,8.977375566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_04_S_2020,H_S_2020,HAI,HEG08,HEG08_04,S,2020,14.09.2020,1.14,NA,22.91202,6.4,NA,63.6445,1.14,NA,63.6445,6.4,1.14,NA,63.6445,6.4,HAI_2020_09_13,,609,972,820,3676,NA,NA,NA,NA,0.0609,0.0972,0.082,0.3676,0.635231317,0.456405012,0.508963895,0.451137321,0.28812888,0.581755594,1.185365854,4.482926829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_04_S_2021,H_S_2021,HAI,HEG08,HEG08_04,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,HAI_2021_09_08,,349,661,670,2784,NA,NA,NA,NA,0.0349,0.0661,0.067,0.2784,0.612044007,0.367217899,0.372537271,0.375088715,0.21346628,0.616255443,0.986567164,4.155223881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_05_J_2020,H_J_2020,HAI,HEG08,HEG08_05,J,2020,08.06.2020,1.86,96.74,96.74,23.2,268.7222222,268.7222222,1.86,268.7222222,268.7222222,23.2,1.86,268.7222222,268.7222222,23.2,HAI_2020_06_01,,449,647,626,3801,NA,NA,NA,NA,0.0449,0.0647,0.0626,0.3801,0.717189971,0.518675588,0.559392509,0.505197836,0.319430584,0.709082734,1.033546326,6.071884984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_05_J_2021,H_J_2021,HAI,HEG08,HEG08_05,J,2021,31.05.2021,4.59,148.339,148.339,40.2,412.0527778,412.0527778,4.59,412.0527778,412.0527778,40.2,4.59,412.0527778,412.0527778,40.2,HAI_2021_05_09,,242,636,448,4015,NA,NA,NA,NA,0.0242,0.0636,0.0448,0.4015,0.799238181,0.590946442,0.598972327,0.56541266,0.358081632,0.726510428,1.419642857,8.962053571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_05_S_2020,H_S_2020,HAI,HEG08,HEG08_05,S,2020,14.09.2020,0.93,NA,14.7237,4,NA,40.89916667,0.93,NA,40.89916667,4,0.93,NA,40.89916667,4,HAI_2020_09_13,,613,981,827,3630,NA,NA,NA,NA,0.0613,0.0981,0.0827,0.363,0.628898362,0.448772959,0.500732431,0.444591308,0.282850468,0.574495771,1.186215236,4.389359129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_05_S_2021,H_S_2021,HAI,HEG08,HEG08_05,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,HAI_2021_09_08,,333,662,667,2717,NA,NA,NA,NA,0.0333,0.0662,0.0667,0.2717,0.605791962,0.357946053,0.360369863,0.366770038,0.207057028,0.608168097,0.992503748,4.073463268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_06_J_2020,H_J_2020,HAI,HEG08,HEG08_06,J,2020,08.06.2020,1.71,NA,68.63014,19.8,NA,190.6392778,1.71,NA,190.6392778,19.8,1.71,NA,190.6392778,19.8,HAI_2020_06_01,,452,644,623,3749,NA,NA,NA,NA,0.0452,0.0644,0.0623,0.3749,0.715004575,0.512653993,0.554373271,0.500320102,0.314521332,0.706806283,1.033707865,6.017656501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_06_J_2021,H_J_2021,HAI,HEG08,HEG08_06,J,2021,31.05.2021,5.04,NA,110.64038,36.4,NA,307.3343889,5.04,NA,307.3343889,36.4,5.04,NA,307.3343889,36.4,HAI_2021_05_09,,241,641,461,3902,NA,NA,NA,NA,0.0241,0.0641,0.0461,0.3902,0.788677515,0.57317902,0.578883618,0.55126562,0.345521724,0.717807616,1.390455531,8.464208243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_06_S_2020,H_S_2020,HAI,HEG08,HEG08_06,S,2020,14.09.2020,1.28,50.2,50.2,6.6,139.4444444,139.4444444,1.28,139.4444444,139.4444444,6.6,1.28,139.4444444,139.4444444,6.6,HAI_2020_09_13,,617,984,826,3653,NA,NA,NA,NA,0.0617,0.0984,0.0826,0.3653,0.631167671,0.452019136,0.505489397,0.447357316,0.285247384,0.575587664,1.191283293,4.42251816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_06_S_2021,H_S_2021,HAI,HEG08,HEG08_06,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,HAI_2021_09_08,,355,657,692,2730,NA,NA,NA,NA,0.0355,0.0657,0.0692,0.273,0.595558153,0.35404564,0.35831077,0.362977915,0.205934128,0.612046058,0.949421965,3.945086705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_07_J_2020,H_J_2020,HAI,HEG08,HEG08_07,J,2020,08.06.2020,1.85,NA,63.85362,18.4,NA,177.3711667,1.85,NA,177.3711667,18.4,1.85,NA,177.3711667,18.4,HAI_2020_06_01,,452,639,623,3836,NA,NA,NA,NA,0.0452,0.0639,0.0623,0.3836,0.720565149,0.52393159,0.566307107,0.509514748,0.323221332,0.714413408,1.025682183,6.157303371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_07_J_2021,H_J_2021,HAI,HEG08,HEG08_07,J,2021,31.05.2021,2.95,NA,72.23306,23.8,NA,200.6473889,2.95,NA,200.6473889,23.8,2.95,NA,200.6473889,23.8,HAI_2021_05_09,,243,647,473,3908,NA,NA,NA,NA,0.0243,0.0647,0.0473,0.3908,0.784067564,0.570855935,0.575434717,0.549248481,0.344958732,0.715916575,1.367864693,8.262156448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_07_S_2020,H_S_2020,HAI,HEG08,HEG08_07,S,2020,14.09.2020,0.24,NA,17.45314,4.8,NA,48.48094444,0.24,NA,48.48094444,4.8,0.24,NA,48.48094444,4.8,HAI_2020_09_13,,602,974,832,3726,NA,NA,NA,NA,0.0602,0.0974,0.0832,0.3726,0.6349276,0.460159768,0.509399423,0.454174513,0.291965888,0.585531915,1.170673077,4.478365385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_07_S_2021,H_S_2021,HAI,HEG08,HEG08_07,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,HAI_2021_09_08,,332,658,699,2678,NA,NA,NA,NA,0.0332,0.0658,0.0699,0.2678,0.586023097,0.344639026,0.344006397,0.354363137,0.200055716,0.605515588,0.941344778,3.831187411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_08_J_2020,H_J_2020,HAI,HEG08,HEG08_08,J,2020,08.06.2020,2.06,NA,51.57114,14.8,NA,143.2531667,2.06,NA,143.2531667,14.8,2.06,NA,143.2531667,14.8,HAI_2020_06_01,,449,635,614,3870,NA,NA,NA,NA,0.0449,0.0635,0.0614,0.387,0.726137377,0.530514351,0.573784936,0.514972585,0.327493576,0.71809101,1.034201954,6.302931596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_08_J_2021,H_J_2021,HAI,HEG08,HEG08_08,J,2021,31.05.2021,3.54,NA,78.9391,26,NA,219.2752778,3.54,NA,219.2752778,26,3.54,NA,219.2752778,26,HAI_2021_05_09,,242,643,479,3961,NA,NA,NA,NA,0.0242,0.0643,0.0479,0.3961,0.784234234,0.576085662,0.579560586,0.553283898,0.349677236,0.720677672,1.342379958,8.269311065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_08_S_2020,H_S_2020,HAI,HEG08,HEG08_08,S,2020,14.09.2020,1.44,NA,17.45314,4.8,NA,48.48094444,1.44,NA,48.48094444,4.8,1.44,NA,48.48094444,4.8,HAI_2020_09_13,,601,965,839,3714,NA,NA,NA,NA,0.0601,0.0965,0.0839,0.3714,0.63145179,0.456999161,0.504722447,0.451428871,0.290087476,0.587518701,1.150178784,4.426698451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_08_S_2021,H_S_2021,HAI,HEG08,HEG08_08,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,HAI_2021_09_08,,359,663,696,2650,NA,NA,NA,NA,0.0359,0.0663,0.0696,0.265,0.583980873,0.341121756,0.345632717,0.351186197,0.197546464,0.599758527,0.952586207,3.807471264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_09_J_2020,H_J_2020,HAI,HEG08,HEG08_09,J,2020,08.06.2020,1.1,48.39,48.39,17,134.4166667,134.4166667,1.1,134.4166667,134.4166667,17,1.1,134.4166667,134.4166667,17,HAI_2020_06_01,,432,625,589,4015,NA,NA,NA,NA,0.0432,0.0625,0.0589,0.4015,0.744135534,0.555137861,0.598574324,0.535089546,0.344416476,0.730603448,1.061120543,6.81663837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_09_J_2021,H_J_2021,HAI,HEG08,HEG08_09,J,2021,31.05.2021,3.97,76.47,76.47,25.4,212.4166667,212.4166667,3.97,212.4166667,212.4166667,25.4,3.97,212.4166667,212.4166667,25.4,HAI_2021_05_09,,243,641,469,3999,NA,NA,NA,NA,0.0243,0.0641,0.0469,0.3999,0.790062668,0.583486505,0.588706181,0.559252218,0.354446396,0.723706897,1.36673774,8.526652452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_09_S_2020,H_S_2020,HAI,HEG08,HEG08_09,S,2020,14.09.2020,0.69,NA,13.35898,3.6,NA,37.10827778,0.69,NA,37.10827778,3.6,0.69,NA,37.10827778,3.6,HAI_2020_09_13,,613,953,866,3715,NA,NA,NA,NA,0.0613,0.0953,0.0866,0.3715,0.621916612,0.450979523,0.497607154,0.446039036,0.287570744,0.591688089,1.100461894,4.289838337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_09_S_2021,H_S_2021,HAI,HEG08,HEG08_09,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,HAI_2021_09_08,,342,666,678,2745,NA,NA,NA,NA,0.0342,0.0666,0.0678,0.2745,0.603856266,0.359548295,0.362682482,0.368099252,0.208790952,0.609498681,0.982300885,4.048672566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_10_J_2020,H_J_2020,HAI,HEG08,HEG08_10,J,2020,08.06.2020,2.87,NA,82.27734,23.8,NA,228.5481667,2.87,NA,228.5481667,23.8,2.87,NA,228.5481667,23.8,HAI_2020_06_01,,434,633,597,3980,NA,NA,NA,NA,0.0434,0.0633,0.0597,0.398,0.739130435,0.548732223,0.591144195,0.529863214,0.340141148,0.725558205,1.060301508,6.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_10_J_2021,H_J_2021,HAI,HEG08,HEG08_10,J,2021,31.05.2021,3.97,NA,89.91262,29.6,NA,249.7572778,3.97,NA,249.7572778,29.6,3.97,NA,249.7572778,29.6,HAI_2021_05_09,,242,625,470,3958,NA,NA,NA,NA,0.0242,0.0625,0.047,0.3958,0.787714544,0.578019356,0.582770835,0.554942724,0.35024948,0.727252891,1.329787234,8.421276596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_10_S_2020,H_S_2020,HAI,HEG08,HEG08_10,S,2020,14.09.2020,0.77,24.6,24.6,4.2,68.33333333,68.33333333,0.77,68.33333333,68.33333333,4.2,0.77,68.33333333,68.33333333,4.2,HAI_2020_09_13,,582,959,823,3692,NA,NA,NA,NA,0.0582,0.0959,0.0823,0.3692,0.635437431,0.457803564,0.502804066,0.452285864,0.289438132,0.587615567,1.165249089,4.486026731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG08_10_S_2021,H_S_2021,HAI,HEG08,HEG08_10,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,HAI_2021_09_08,,336,656,682,2789,NA,NA,NA,NA,0.0336,0.0656,0.0682,0.2789,0.607029674,0.365144394,0.366792006,0.373096447,0.212803288,0.6191582,0.961876833,4.089442815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_01_J_2020,H_J_2020,HAI,HEG09,HEG09_01,J,2020,10.06.2020,3.07,NA,67.26542,19.4,NA,186.8483889,3.07,NA,186.8483889,19.4,3.07,NA,186.8483889,19.4,HAI_2020_06_01,,489,657,654,3389,NA,NA,NA,NA,0.0489,0.0657,0.0654,0.3389,0.676477863,0.457094915,0.501080942,0.453665819,0.275516936,0.6752348,1.004587156,5.181957187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_01_J_2021,H_J_2021,HAI,HEG09,HEG09_01,J,2021,01.06.2021,2.94,NA,61.25954,20.2,NA,170.1653889,2.94,NA,170.1653889,20.2,2.94,NA,170.1653889,20.2,HAI_2021_05_09,,412,812,754,3637,NA,NA,NA,NA,0.0412,0.0812,0.0754,0.3637,0.656570257,0.466607538,0.478236348,0.46049409,0.290625336,0.634974151,1.076923077,4.823607427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_01_S_2020,H_S_2020,HAI,HEG09,HEG09_01,S,2020,15.09.2020,2.32,NA,39.28866,11.2,NA,109.1351667,2.32,NA,109.1351667,11.2,2.32,NA,109.1351667,11.2,HAI_2020_09_13,,465,877,746,3702,NA,NA,NA,NA,0.0465,0.0877,0.0746,0.3702,0.664568345,0.477008081,0.503046186,0.469305673,0.297900664,0.616946932,1.175603217,4.962466488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_01_S_2021,H_S_2021,HAI,HEG09,HEG09_01,S,2021,14.09.2021,6.15,NA,281.0714,44.8,NA,780.7538889,6.15,NA,780.7538889,44.8,6.15,NA,780.7538889,44.8,HAI_2021_09_08,,247,584,463,3571,NA,NA,NA,NA,0.0247,0.0584,0.0463,0.3571,0.770451165,0.529212243,0.535991446,0.516050476,0.312227892,0.7188929,1.261339093,7.712742981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_02_J_2020,H_J_2020,HAI,HEG09,HEG09_02,J,2020,10.06.2020,3.38,80.52,80.52,22.6,223.6666667,223.6666667,3.38,223.6666667,223.6666667,22.6,3.38,223.6666667,223.6666667,22.6,HAI_2020_06_01,,468,657,624,3376,NA,NA,NA,NA,0.0468,0.0657,0.0624,0.3376,0.688,0.462564544,0.505510654,0.458666667,0.277124416,0.674187949,1.052884615,5.41025641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_02_J_2021,H_J_2021,HAI,HEG09,HEG09_02,J,2021,01.06.2021,2.37,50.737,50.737,17,140.9361111,140.9361111,2.37,140.9361111,140.9361111,17,2.37,140.9361111,140.9361111,17,HAI_2021_05_09,,420,831,780,3591,NA,NA,NA,NA,0.042,0.0831,0.078,0.3591,0.643102265,0.454471965,0.464751009,0.44995198,0.28350552,0.624151967,1.065384615,4.603846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_02_S_2020,H_S_2020,HAI,HEG09,HEG09_02,S,2020,15.09.2020,2.57,NA,42.70046,12.2,NA,118.6123889,2.57,NA,118.6123889,12.2,2.57,NA,118.6123889,12.2,HAI_2020_09_13,,469,872,773,3673,NA,NA,NA,NA,0.0469,0.0872,0.0773,0.3673,0.652271705,0.466892492,0.490080103,0.460512386,0.292383932,0.616281628,1.128072445,4.751617076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_02_S_2021,H_S_2021,HAI,HEG09,HEG09_02,S,2021,14.09.2021,5.5,NA,207.1664,34.8,NA,575.4622222,5.5,NA,575.4622222,34.8,5.5,NA,575.4622222,34.8,HAI_2021_09_08,,251,589,464,3516,NA,NA,NA,NA,0.0251,0.0589,0.0464,0.3516,0.766834171,0.52154536,0.529217964,0.509799555,0.306630976,0.713032887,1.269396552,7.577586207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_03_J_2020,H_J_2020,HAI,HEG09,HEG09_03,J,2020,10.06.2020,1.77,NA,60.44182,17.4,NA,167.8939444,1.77,NA,167.8939444,17.4,1.77,NA,167.8939444,17.4,HAI_2020_06_01,,485,671,647,3440,NA,NA,NA,NA,0.0485,0.0671,0.0647,0.344,0.683386347,0.465723547,0.510248822,0.461043249,0.281295348,0.673558745,1.037094281,5.316846986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_03_J_2021,H_J_2021,HAI,HEG09,HEG09_03,J,2021,01.06.2021,4.04,NA,33.82574,11.2,NA,93.96038889,4.04,NA,93.96038889,11.2,4.04,NA,93.96038889,11.2,HAI_2021_05_09,,415,824,785,3500,NA,NA,NA,NA,0.0415,0.0824,0.0785,0.35,0.633605601,0.441205148,0.449577745,0.438610662,0.27392094,0.618871415,1.049681529,4.458598726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_03_S_2020,H_S_2020,HAI,HEG09,HEG09_03,S,2020,15.09.2020,1.9,55.7,55.7,13.8,154.7222222,154.7222222,1.9,154.7222222,154.7222222,13.8,1.9,154.7222222,154.7222222,13.8,HAI_2020_09_13,,475,873,784,3624,NA,NA,NA,NA,0.0475,0.0873,0.0784,0.3624,0.644283122,0.457899082,0.480850632,0.452806122,0.286417856,0.611741161,1.113520408,4.62244898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_03_S_2021,H_S_2021,HAI,HEG09,HEG09_03,S,2021,14.09.2021,5.92,148.38,148.38,34.8,412.1666667,412.1666667,5.92,412.1666667,412.1666667,34.8,5.92,412.1666667,412.1666667,34.8,HAI_2021_09_08,,248,589,459,3565,NA,NA,NA,NA,0.0248,0.0589,0.0459,0.3565,0.771868787,0.529434225,0.537035756,0.516289894,0.312015556,0.71641791,1.283224401,7.766884532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_04_J_2020,H_J_2020,HAI,HEG09,HEG09_04,J,2020,10.06.2020,2.44,NA,71.35958,20.6,NA,198.2210556,2.44,NA,198.2210556,20.6,2.44,NA,198.2210556,20.6,HAI_2020_06_01,,501,670,668,3485,NA,NA,NA,NA,0.0501,0.067,0.0668,0.3485,0.67830484,0.466755478,0.512722507,0.461651917,0.283760112,0.677496992,1.002994012,5.217065868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_04_J_2021,H_J_2021,HAI,HEG09,HEG09_04,J,2021,01.06.2021,2.61,NA,57.6017,19,NA,160.0047222,2.61,NA,160.0047222,19,2.61,NA,160.0047222,19,HAI_2021_05_09,,429,805,801,3471,NA,NA,NA,NA,0.0429,0.0805,0.0801,0.3471,0.625,0.433627399,0.443241807,0.431945643,0.269470284,0.623479888,1.004993758,4.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_04_S_2020,H_S_2020,HAI,HEG09,HEG09_04,S,2020,15.09.2020,3.86,NA,67.94778,19.6,NA,188.7438333,3.86,NA,188.7438333,19.6,3.86,NA,188.7438333,19.6,HAI_2020_09_13,,484,924,801,3543,NA,NA,NA,NA,0.0484,0.0924,0.0801,0.3543,0.63121547,0.443247507,0.465724574,0.440175514,0.276670284,0.58629953,1.153558052,4.423220974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEG09_04_S_2021,H_S_2021,HAI,HEG09,HEG09_04,S,2021,14.09.2021,6.52,NA,282.5495,45,NA,784.8597222,6.52,NA,784.8597222,45,6.52,NA,784.8597222,45,HAI_2021_09_08,,244,586,451,3633,NA,NA,NA,NA,0.0244,0.0586,0.0451,0.3633,0.7791381,0.54059013,0.548280378,0.525429326,0.319590884,0.722209054,1.299334812,8.055432373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
